,AcresBurned,ArchiveYear,CalFireIncident,Counties,CountyIds,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,Started
218,247.0,2014,TRUE,Nevada,29,39.113682,-120.999508,TRUE,Dog Bar Fire,53.0,2014-09-13T14:07:00Z
219,225.0,2014,TRUE,Tehama,52,40.009827,-122.345078,FALSE,Tehama Fire,,2014-06-13T12:23:00Z
220,217.0,2014,TRUE,San Diego,37,33.078948,-116.576454,TRUE,Banner Fire,91.0,2014-07-03T10:43:00Z
221,210.0,2014,FALSE,Humboldt,12,41.13400000000000,-123.75300000000000,FALSE,Bald Hill 3 Fire,,2014-09-12T15:00:00Z
222,190.0,2014,FALSE,Los Angeles,19,34.235,-117.771,FALSE,Shoemaker Fire,,2014-08-14T12:48:00Z
223,175.0,2014,TRUE,Lake,17,39.1647,-122.5983,FALSE,Indian Fire,,2014-05-25T12:20:00Z
224,143.0,2014,TRUE,Shasta,45,40.6569,-122.2215,FALSE,Dry Fire,,2014-07-09T13:45:00Z
225,130.0,2014,TRUE,Mariposa,22,37.7103,-120.197,TRUE,Haigh Fire,10.0,2014-06-10T15:11:00Z
226,125.0,2014,TRUE,Santa Clara,43,0.0,0.0,FALSE,Curie Fire,,2014-06-30T14:10:00Z
227,125.0,2014,FALSE,San Diego,37,32.81,-116.49,FALSE,Gun Fire,,2014-03-08T12:30:00Z
228,120.0,2014,TRUE,Calaveras,5,120.679019,38.178241,FALSE,Reed Fire,,2014-06-20T15:27:00Z
229,120.0,2014,TRUE,Placer,31,0.0,0.0,FALSE,Brewer Fire,,2014-01-22T13:10:00Z
230,113.0,2014,TRUE,Inyo,14,37.399,-118.352,TRUE,Bridges Fire,256.0,2014-04-19T15:54:00Z
231,106.0,2014,TRUE,Fresno,10,36.8266,-119.3415,FALSE,Lake Fire,,2014-01-25T06:37:00Z
232,105.0,2014,FALSE,San Diego,37,0.0,0.0,FALSE,River Fire,,2014-05-14T12:12:00Z
233,101.0,2014,TRUE,Modoc,25,41.507,-121.266,FALSE,Little Fire,,2014-08-12T15:00:00Z
234,100.0,2014,TRUE,Lake,17,0.0,0.0,FALSE,Saratoga Fire,,2014-09-03T16:03:00Z
235,100.0,2014,TRUE,Riverside,33,0.0,0.0,FALSE,Interstate Fire,,2014-09-01T14:03:00Z
236,94.0,2014,FALSE,El Dorado,9,38.59,-120.02800000000000,FALSE,Irene Fire,,2014-09-14T09:15:00Z
237,90.0,2014,TRUE,Mariposa,22,0.0,0.0,TRUE,Valley Fire,356.0,2014-06-06T17:29:00Z
238,85.0,2014,TRUE,Calaveras,5,38.058,-120.66,TRUE,Oak Fire,,2014-06-22T12:37:00Z
239,84.0,2014,TRUE,Nevada,29,39.3918,-120.0805,FALSE,Boca Fire,,2014-08-18T10:00:00Z
240,80.0,2014,TRUE,Santa Clara,43,0.0,0.0,FALSE,Casa Fire,,2014-08-28T15:10:00Z
241,80.0,2014,TRUE,Contra Costa,7,37.5359,-121.5118,TRUE,Marsh Fire,,2014-07-11T21:57:00Z
242,79.0,2014,FALSE,Mariposa,22,0.0,0.0,FALSE,Montgomery Fire,,2014-09-07T16:46:00Z
243,78.0,2014,TRUE,Riverside,33,0.0,0.0,FALSE,Sabina Fire,,2014-07-23T10:47:00Z
244,75.0,2014,TRUE,Shasta,45,40.5719,-121.3415,TRUE,Cassel Fire,108.0,2014-07-05T18:44:00Z
245,75.0,2014,TRUE,Monterey,27,36.103,-121.117,FALSE,San Lucas Fire,,2014-04-30T14:25:00Z
246,72.0,2014,TRUE,Butte,4,39.4664,-121.6129,FALSE,Wildlife Fire,,2014-07-14T18:00:00Z
247,70.0,2014,TRUE,Tuolumne,55,37.8316,-120.3434,FALSE,Jackson Fire,,2014-09-04T11:51:00Z
248,70.0,2014,FALSE,Kern,15,0.0,0.0,FALSE,Ranch Fire,,2014-07-01T18:15:00Z
249,70.0,2014,TRUE,Solano,48,121.999,38.453,FALSE,Norman Fire,,2014-06-12T14:29:00Z
250,65.0,2014,FALSE,Inyo,14,0.0,0.0,FALSE,June Fire,,2014-09-16T19:07:00Z
251,62.0,2014,TRUE,Mendocino,23,0.0,0.0,TRUE,Nelson Fire,42.0,2014-09-21T16:13:00Z
252,60.0,2014,TRUE,Butte,4,0.0,0.0,FALSE,Honcut Fire,,2014-01-01T10:46:00Z
253,57.0,2014,TRUE,Riverside,33,33.5982,-116.1985,FALSE,Van Buren Fire,,2014-03-28T14:31:00Z
254,56.0,2014,TRUE,San Diego,37,0.0,0.0,FALSE,Freeway Fire ,,2014-05-14T17:43:00Z
255,50.0,2014,TRUE,Shasta,45,40.39,-122.721,FALSE,Fiddler Fire,,2014-05-14T14:00:00Z
256,48.0,2014,TRUE,San Bernardino,36,33.93869,-117.70643000000000,FALSE,Bane Fire,,2014-10-16T14:34:00Z
257,47.0,2014,TRUE,San Luis Obispo,40,35.8218,-121.0226,FALSE,Interlake Fire,,2014-07-07T16:12:00Z
258,40.0,2014,TRUE,Fresno,10,36.991825,-119.52550600000000,TRUE,Morgan Fire,,2014-06-09T15:15:00Z
259,38.0,2014,TRUE,Nevada,29,39.1871,-121.2687,FALSE,Hutto Fire,,2014-07-07T16:35:00Z
260,37.0,2014,TRUE,Humboldt,12,0.0,0.0,FALSE,McClellan Fire,,2014-08-01T15:47:00Z
261,37.0,2014,TRUE,Stanislaus,50,0.0,0.0,FALSE,Lake Fire,,2014-05-27T11:23:00Z
262,31.0,2014,TRUE,Riverside,33,0.0,0.0,TRUE,Bogart Fire,51.0,2014-06-06T17:32:00Z
263,30.0,2014,TRUE,Siskiyou,47,0.0,0.0,TRUE,Siskiyou County Lightning Fires,,2014-07-29T13:00:00Z
264,30.0,2014,TRUE,El Dorado,9,38.608336,-120.70323800000000,FALSE,Bible Fire,,2014-07-09T14:34:00Z
265,29.0,2014,TRUE,San Diego,37,32.665,-116.22200000000000,FALSE,Jacumba Fire,,2014-05-05T16:36:00Z
266,27.0,2014,TRUE,Napa,28,38.695961,-122.384054,FALSE,Stage Coach Fire,,2014-09-11T15:14:00Z
267,25.0,2014,TRUE,Ventura,56,0.0,0.0,FALSE,Foothill Fire ,,2014-09-29T19:35:00Z
268,25.0,2014,TRUE,Shasta,45,40.0,29.24,FALSE,Leopard Fire,,2014-08-29T12:21:00Z
269,25.0,2014,TRUE,Fresno,10,36.742747000000000,-119.24149300000000,FALSE,Hall Fire,,2014-06-11T07:30:00Z
270,20.0,2014,FALSE,El Dorado,9,38.9195001,-120.1140659,FALSE,Cascade Fire,,2014-09-25T18:00:00Z
271,20.0,2014,TRUE,San Diego,37,32.59154,-116.89516,FALSE,Border Fire,,2014-08-16T16:22:00Z
272,18.0,2014,TRUE,Humboldt,12,0.0,0.0,FALSE,Bridge Fire,,2014-01-03T10:30:00Z
273,15.0,2014,FALSE,Trinity,53,40.41,-123.24,FALSE,West Fire,,2014-07-01T03:45:00Z
274,14.0,2014,TRUE,Placer,31,0.0,0.0,FALSE,Iowa Fire,,2014-07-21T14:49:00Z
275,14.0,2014,TRUE,Riverside,33,0.0,0.0,FALSE,Santa Fire,,2014-06-04T15:18:00Z
276,10.0,2014,TRUE,Madera,20,37.0,18.4,FALSE,Pines Fire,,2014-08-26T16:23:00Z
277,6.0,2014,TRUE,Napa,28,0.0,0.0,FALSE,South Napa Earthquake,,2014-08-24T03:20:00Z
278,0.0,2014,FALSE,Siskiyou,47,41.79600000000000,-123.374,FALSE,Happy Camp Complex,,2014-08-11T22:00:00Z
279,151623.0,2015,FALSE,Fresno,10,36.874,-118.905,FALSE,Rough Fire ,,2015-07-31T19:00:00Z
280,77081.0,2015,FALSE,Trinity,53,0.0,0.0,FALSE,River Complex,,2015-07-30T22:30:00Z
281,69438.0,2015,TRUE,Lake,17,38.886353800000000,-122.47624750000000,TRUE,Rocky Fire,227.0,2015-07-29T15:29:00Z
282,36503.0,2015,FALSE,Trinity,53,0.0,0.0,FALSE,Fork Complex,,2015-07-30T21:30:00Z
283,31359.0,2015,TRUE,San Bernardino,36,34.160277777778,-116.89277777778,FALSE,Lake Fire,,2015-06-17T15:52:00Z
284,30361.0,2015,FALSE,Del Norte,8,0.0,0.0,FALSE,Gasquet Complex,,2015-07-31T21:00:00Z
285,29416.0,2015,FALSE,Trinity,53,0.0,0.0,FALSE,South Complex,,2015-07-30T16:00:00Z
286,25118.0,2015,TRUE,Lake,17,38.8142503,-122.48673190000000,TRUE,Jerusalem Fire,,2015-08-09T15:34:00Z
287,25118.0,2015,TRUE,Napa,28,38.8142503,-122.48673190000000,TRUE,Jerusalem Fire,,2015-08-09T15:34:00Z
288,10570.0,2015,FALSE,Lassen,18,40.938,-120.105,FALSE,Dodge Fire,,2015-08-03T14:15:00Z
289,7509.0,2015,FALSE,Del Norte,8,0.0,0.0,FALSE,Nickowitz Fire,,2015-08-01T23:23:00Z
290,7000.0,2015,TRUE,Inyo,14,0.0,0.0,TRUE,Round Fire,100.0,2015-02-06T14:07:00Z
291,7000.0,2015,TRUE,Mono,26,0.0,0.0,TRUE,Round Fire,100.0,2015-02-06T14:07:00Z
292,6980.0,2015,FALSE,Tulare,54,36.24,-118.54,FALSE,Cabin Fire,,2015-07-19T08:00:00Z
293,5702.0,2015,TRUE,Madera,20,37.279722,-119.50014000000000,FALSE,Willow Fire,,2015-07-25T14:30:00Z
294,4883.0,2015,TRUE,Humboldt,12,0.0,0.0,TRUE,Humboldt Lightning Fires,1392.0,2015-07-30T16:02:00Z
295,4863.0,2015,FALSE,Modoc,25,41.399000000000000,-121.39200000000000,FALSE,Frog Fire,,2015-07-30T17:45:00Z
296,4250.0,2015,TRUE,San Bernardino,36,34.339,-117.478,TRUE,North Fire,215.0,2015-07-17T14:33:00Z
297,3676.0,2015,FALSE,Mono,26,0.0,0.0,FALSE,Walker Fire,,2015-08-14T21:31:00Z
298,2700.0,2015,TRUE,Alameda,1,37.3845,-121.3732,TRUE,Tesla Fire,18.0,2015-08-19T14:45:00Z
299,2446.0,2015,TRUE,San Luis Obispo,40,35.3477,-120.6269,TRUE,Cuesta Fire,692.0,2015-08-16T18:13:00Z
300,2304.0,2015,TRUE,Nevada,29,39.192088,-120.88231300000000,TRUE,Lowell Fire,27.0,2015-07-25T14:37:00Z
301,1850.0,2015,FALSE,San Diego,37,0.0,0.0,FALSE,Horno Fire,,2015-08-13T13:03:00Z
302,1791.0,2015,TRUE,San Luis Obispo,40,0.0,0.0,TRUE,Park Hill Fire,15.0,2015-06-20T14:41:00Z
303,1542.0,2015,FALSE,Trinity,53,40.924,-123.16800000000000,FALSE,Saddle Fire ,,2015-06-10T15:00:00Z
304,1450.0,2015,TRUE,Merced,24,0.0,0.0,FALSE,Creek Fire,,2015-07-31T21:37:00Z
305,1333.0,2015,TRUE,Merced,24,0.0,0.0,TRUE,McCabe Fire,13.0,2015-07-18T22:27:00Z
306,1086.0,2015,TRUE,Monterey,27,36.3699644,-121.589554,TRUE,Tassajara Fire,55.0,2015-09-19T15:00:00Z
307,1049.0,2015,TRUE,Riverside,33,33.884313,-117.64275900000000,TRUE,Highway Fire,54.0,2015-04-18T18:12:00Z
308,1042.0,2015,TRUE,Butte,4,39.5218,-121.3363,TRUE,Lumpkin Fire,613.0,2015-09-11T14:15:00Z
309,920.0,2015,TRUE,Madera,20,37.165767000000000,-119.52394300000000,TRUE,Corrine Fire,43.0,2015-06-18T21:00:00Z
310,860.0,2015,TRUE,Butte,4,0.0,0.0,TRUE,Meridian Fire,102.0,2015-10-03T21:15:00Z
311,673.0,2015,TRUE,Lake,17,55.23,-122.0,TRUE,Elk Fire,270.0,2015-09-02T14:57:00Z
312,670.0,2015,TRUE,San Benito,35,36.70854,-121.32734000000000,TRUE,Cienega Fire,108.0,2015-10-12T16:00:00Z
313,543.0,2015,TRUE,Riverside,33,33.5736,-116.5387,FALSE,Anza Fire,,2015-08-10T11:44:00Z
314,509.0,2015,FALSE,Mono,26,0.0,0.0,FALSE,Van Dyke Fire,,2015-02-06T16:52:00Z
315,500.0,2015,FALSE,Madera,20,0.0,0.0,FALSE,Sky Fire,,2015-06-18T14:31:00Z
316,430.0,2015,TRUE,Tulare,54,36.085212,-118.82423500000000,TRUE,Triple Fire,,2015-07-21T12:35:00Z
317,415.0,2015,FALSE,Mariposa,22,0.0,0.0,FALSE,Tenaya Fire,,2015-09-07T21:23:00Z
318,415.0,2015,FALSE,Los Angeles,19,34.361007,-118.535793,FALSE,Calgrove Fire ,,2015-06-24T13:22:00Z
319,400.0,2015,TRUE,Butte,4,39.43963,-121.38794000000000,TRUE,Swedes Fire,8.0,2015-07-29T11:25:00Z
320,374.0,2015,FALSE,Los Angeles,19,0.0,0.0,FALSE,Lincoln Fire,,2015-08-16T13:30:00Z
321,355.0,2015,TRUE,Amador,3,0.0,0.0,TRUE,Ione Fire,,2015-07-02T01:58:00Z
322,300.0,2015,FALSE,Los Angeles,19,0.0,0.0,FALSE,Warm Fire,,2015-08-16T15:30:00Z
323,300.0,2015,TRUE,Alameda,1,0.0,0.0,FALSE,Site Fire,,2015-06-05T20:22:00Z
324,282.0,2015,FALSE,Ventura,56,0.0,0.0,FALSE,Chorro Fire,,2015-08-02T13:15:00Z
325,275.0,2015,TRUE,Merced,24,37.08312,-121.06963,FALSE,Forebay Fire,,2015-05-11T10:26:00Z
326,242.0,2015,TRUE,Alameda,1,0.0,0.0,FALSE,Christensen Fire,,2015-05-28T17:00:00Z
327,227.0,2015,FALSE,Mendocino,23,0.0,0.0,FALSE,Mendocino National Forest Lightning Complex,,2015-07-30T14:00:00Z
328,215.0,2015,TRUE,Santa Clara,43,0.0,0.0,FALSE,Pacheco Fire,,2015-09-09T15:58:00Z
329,215.0,2015,TRUE,Lake,17,38.925764,-122.879272,TRUE,Peterson Fire,,2015-08-22T17:30:00Z
330,214.0,2015,TRUE,Orange,30,33.7626,-117.7274,FALSE,241 Fire,,2015-07-13T10:47:00Z
331,212.0,2015,TRUE,Shasta,45,40.415108000000000,-122.439939,TRUE,China Fire,120.0,2015-07-29T17:55:00Z
332,211.0,2015,FALSE,Santa Barbara,42,0.0,0.0,FALSE,Mesa Fire,,2015-06-29T13:11:00Z
333,204.0,2015,TRUE,Tuolumne,55,37.823,-120.15644000000000,TRUE,Big Creek Fire,115.0,2015-07-29T16:30:00Z
334,200.0,2015,FALSE,Los Angeles,19,34.367,-117.68300000000000,FALSE,Pines Fire ,,2015-07-17T21:30:00Z
335,200.0,2015,FALSE,Siskiyou,47,41.485,-121.851,FALSE,Stephens Fire,,2015-02-24T12:15:00Z
336,195.0,2015,TRUE,Contra Costa,7,37.81629,-121.68113000000000,FALSE,Vasco Fire,,2015-07-30T11:18:00Z
337,186.0,2015,FALSE,Ventura,56,0.0,0.0,FALSE,Rustic Fire,,2015-08-14T15:22:00Z
338,181.0,2015,TRUE,Siskiyou,47,41.8048,-122.5029,FALSE,Cooley Fire,,2015-07-13T17:56:00Z
339,171.0,2015,TRUE,San Diego,37,32.9421,-116.8534,FALSE,Wildcat Fire,,2015-06-17T17:03:00Z
340,170.0,2015,TRUE,Fresno,10,40.400196,-120.553075,FALSE,Creek Fire,,2015-09-09T14:30:00Z
341,170.0,2015,TRUE,Tehama,52,39.8448,-122.3638,FALSE,Black Fire,,2015-07-04T16:33:00Z
342,167.0,2015,TRUE,Kern,15,0.0,0.0,FALSE,Flat Fire ,,2015-08-20T15:57:00Z
343,167.0,2015,FALSE,San Diego,37,33.383889,-116.86861100000000,FALSE,Cutca Fire,,2015-07-24T16:18:00Z
344,164.0,2015,FALSE,Ventura,56,0.0,0.0,FALSE,River Fire,,2015-06-22T07:00:00Z
345,158.0,2015,TRUE,Humboldt,12,41.295667,-123.784067,TRUE,Queen Fire,57.0,2015-07-24T23:00:00Z
346,158.0,2015,TRUE,Yuba,58,39.2688,-121.26471000000000,TRUE,Cook Fire,250.0,2015-06-18T13:07:00Z
347,150.0,2015,TRUE,Solano,48,38.4113,-122.0789,TRUE,Sky Fire,275.0,2015-07-06T10:47:00Z
348,150.0,2015,TRUE,Riverside,33,0.0,0.0,FALSE,Merwin Fire,,2015-07-01T20:38:00Z
349,146.0,2015,TRUE,Humboldt,12,40.1058823,-124.0720419,TRUE,Horse Fire,45.0,2015-08-18T18:30:00Z
350,137.0,2015,TRUE,Plumas,32,40.050833333333,-120.70166666667,FALSE,Ward Fire,,2015-04-13T05:30:00Z
351,135.0,2015,TRUE,Madera,20,37.072561,-119.6958,FALSE,Red Fire,,2015-06-21T12:08:00Z
352,128.0,2015,TRUE,Trinity,53,40.724898000000000,-122.96174000000000,TRUE,Democrat Fire,,2015-08-25T14:08:00Z
353,122.0,2015,TRUE,San Joaquin,39,0.0,0.0,FALSE,Collier Fire,,2015-06-18T14:09:00Z
354,116.0,2015,TRUE,Modoc,25,41.29226,-121.17211700000000,FALSE,3-11 Fire,,2015-07-23T16:40:00Z
355,114.0,2015,TRUE,Calaveras,5,38.052,-120.5577,TRUE,Mark Fire,20.0,2015-08-13T16:15:00Z
356,112.0,2015,TRUE,Tuolumne,55,37.83618,-120.61691,FALSE,Tulloch Fire,,2015-08-15T16:11:00Z
357,111.0,2015,FALSE,Lassen,18,0.0,0.0,FALSE,Shinn Fire,,2015-06-30T18:00:00Z
358,110.0,2015,TRUE,Sacramento,34,0.0,0.0,TRUE,Apple Fire,,2015-09-03T12:12:00Z
359,110.0,2015,TRUE,Tehama,52,40.3506868,-121.77867990000000,TRUE,36 Fire,,2015-08-08T14:55:00Z
360,110.0,2015,TRUE,Placer,31,0.0,0.0,TRUE,Riosa Fire,,2015-06-08T10:33:00Z
361,109.0,2015,TRUE,Shasta,45,40.475120000000000,-122.52541000000000,TRUE,Walker Fire,45.0,2015-09-11T15:08:00Z
362,108.0,2015,TRUE,Tuolumne,55,38.04684,-120.30188000000000,TRUE,Oak Fire,59.0,2015-09-08T13:23:00Z
363,104.0,2015,TRUE,Butte,4,39.8707,-121.8938,FALSE,Munjar Fire,,2015-10-02T14:38:00Z
364,100.0,2015,FALSE,San Bernardino,36,34.165974,-117.24387800000000,FALSE,Sterling Fire,,2015-06-25T18:30:00Z
365,95.0,2015,TRUE,Monterey,27,36.5696373,-121.75560290000000,FALSE,Laureles Fire,,2015-09-19T15:25:00Z
366,95.0,2015,TRUE,San Luis Obispo,40,35.7183,-121.0157,TRUE,Deer Fire,379.0,2015-07-10T12:41:00Z
367,90.0,2015,TRUE,Shasta,45,40.49865,-122.20109,FALSE,Sprig Fire,,2015-07-30T12:57:00Z
368,86.0,2015,TRUE,Tulare,54,36.49845,-118.9009,TRUE,Advance Fire,150.0,2015-07-30T12:40:00Z
369,80.0,2015,TRUE,San Diego,37,32.6449163,-116.94543870000000,FALSE,Otay Fire,,2015-06-26T16:06:00Z
370,80.0,2015,TRUE,Riverside,33,0.0,0.0,FALSE,Harrison Fire,,2015-06-01T10:16:00Z
371,77.0,2015,TRUE,Modoc,25,40.856422000000000,-121.101623,FALSE,3-12 Fire,,2015-07-23T17:30:00Z
372,75.0,2015,TRUE,Shasta,45,40.67868,-121.93244000000000,TRUE,Fern Fire,,2015-08-02T03:00:00Z
373,75.0,2015,TRUE,Shasta,45,40.509552,-122.19922700000000,TRUE,Mallard Fire,40.0,2015-07-29T16:30:00Z
374,75.0,2015,FALSE,El Dorado,9,38.776000000000000,-120.404,FALSE,Kyburz Fire,,2015-07-23T14:00:00Z
375,75.0,2015,TRUE,Butte,4,0.0,0.0,FALSE,Webb Fire,,2015-07-01T13:05:00Z
376,72.0,2015,TRUE,Butte,4,26.42,-121.0,TRUE,Olive Fire,190.0,2015-09-02T13:18:00Z
377,69.0,2015,FALSE,Siskiyou,47,0.0,0.0,FALSE,Prairie Fire,,2015-08-20T16:00:00Z
378,67.0,2015,TRUE,Kern,15,35.77937,-120.19482000000000,FALSE,Pass Fire,,2015-06-15T15:46:00Z
379,65.0,2015,FALSE,San Bernardino,36,0.0,0.0,FALSE,Scales Fire,,2015-08-01T13:04:00Z
380,60.0,2015,TRUE,Fresno,10,0.0,0.0,FALSE,Kerkhoff Fire,,2015-07-18T16:31:00Z
381,60.0,2015,TRUE,Lassen,18,40.875667,-121.033667,FALSE,Dixie Fire,,2015-06-19T16:15:00Z
382,60.0,2015,TRUE,Riverside,33,0.0,0.0,FALSE,Grapefruit Fire,,2015-06-18T14:16:00Z
383,60.0,2015,TRUE,Mariposa,22,0.0,0.0,TRUE,Triangle Fire,,2015-06-18T12:03:00Z
384,60.0,2015,TRUE,Amador,3,38.260777000000000,-121.135426,FALSE,North Fire,,2015-06-16T16:42:00Z
385,59.0,2015,TRUE,Shasta,45,40.3929,-122.40546,TRUE,Point Fire,,2015-08-03T14:28:00Z
386,58.0,2015,FALSE,Siskiyou,47,0.0,0.0,FALSE,Military Fire,,2015-10-10T12:00:00Z
387,55.0,2015,FALSE,San Bernardino,36,34.23,-116.883,FALSE,Summit Fire,,2015-08-23T12:25:00Z
388,55.0,2015,TRUE,San Diego,37,33.4115972,-117.2886249,FALSE,De Luz Fire,,2015-08-09T08:22:00Z
389,55.0,2015,TRUE,Tehama,52,40.0133,-122.552,FALSE,Fork Fire,,2015-06-17T12:50:00Z
390,54.0,2015,TRUE,San Bernardino,36,34.0783472,-117.04878630000000,TRUE,Mill 2 Fire,,2015-07-12T14:46:00Z
391,53.0,2015,TRUE,Alameda,1,0.0,0.0,FALSE,Tesla Fire,,2015-06-25T16:10:00Z
392,52.0,2015,TRUE,Santa Barbara,42,34.9522,-120.2903,FALSE,White Fire,,2015-08-01T14:32:00Z
393,50.0,2015,FALSE,Ventura,56,34.15,-118.87944400000000,FALSE,Potrero Fire,,2015-11-07T01:45:00Z
394,50.0,2015,TRUE,Mendocino,23,39.433010000000000,-123.36316000000000,FALSE,Mendocino Lightning Fires,,2015-07-30T13:36:00Z
395,45.0,2015,TRUE,Kern,15,0.0,0.0,FALSE,Antelope Fire,,2015-09-09T11:45:00Z
396,45.0,2015,TRUE,Alameda,1,0.0,0.0,FALSE,Geary Fire,,2015-07-02T04:40:00Z
397,45.0,2015,TRUE,Fresno,10,0.0,0.0,FALSE,FKU Lightning Fires,,2015-06-05T17:00:00Z
398,43.0,2015,FALSE,Modoc,25,0.0,0.0,FALSE,Mason Fire ,,2015-07-09T15:00:00Z
399,42.0,2015,TRUE,Santa Clara,43,0.0,0.0,FALSE,Highway Fire,,2015-06-30T15:23:00Z
400,40.0,2015,TRUE,Lassen,18,40.400196,-120.553075,FALSE,Center Fire,,2015-09-09T14:12:00Z
401,40.0,2015,TRUE,Stanislaus,50,37.24523,-121.20324,FALSE,Sullivan Fire,,2015-07-28T12:10:00Z
402,40.0,2015,TRUE,Solano,48,38.1029,-122.1578,TRUE,Ascot Fire,70.0,2015-07-10T13:36:00Z
403,38.0,2015,TRUE,Napa,28,38.5287,-122.3415,TRUE,Chiles Fire,120.0,2015-06-16T14:27:00Z
404,36.0,2015,TRUE,Napa,28,0.0,0.0,TRUE,Garage Fire,103.0,2015-06-09T15:23:00Z
405,35.0,2015,TRUE,Trinity,53,40.0,41.46,FALSE,Browns Fire,,2015-09-08T15:56:00Z
406,35.0,2015,TRUE,El Dorado,9,0.0,0.0,FALSE,Ranch Fire,,2015-07-03T09:28:00Z
407,35.0,2015,TRUE,Mendocino,23,39.7806004,-123.24821400000000,FALSE,Covelo Fire,,2015-06-28T13:30:00Z
408,30.0,2015,TRUE,Nevada,29,39.081000000000000,-121.194,FALSE,McCourtney Fire,,2015-09-22T07:00:00Z
409,30.0,2015,TRUE,Lassen,18,41.12362,-121.19425600000000,FALSE,Kramer Fire ,,2015-08-29T16:06:00Z
410,30.0,2015,TRUE,Yuba,58,39.33303,-121.18735,FALSE,Francis Fire,,2015-08-03T18:07:00Z
411,29.0,2015,FALSE,Ventura,56,0.0,0.0,FALSE,Banister Fire,,2015-11-11T17:40:00Z
412,26.0,2015,TRUE,Placer,31,38.9361,-121.1548,FALSE,Baxter Fire,,2015-07-22T18:17:00Z
413,25.0,2015,TRUE,San Diego,37,32.682547,-116.51684000000000,FALSE,Park Fire,,2015-07-24T12:43:00Z
414,25.0,2015,TRUE,San Benito,35,36.8727,-121.5681,FALSE,Betabel Fire,,2015-07-20T13:23:00Z
415,25.0,2015,TRUE,San Diego,37,33.21407,-116.73472,FALSE,Lake Fire,,2015-07-16T11:30:00Z
416,25.0,2015,TRUE,El Dorado,9,0.0,0.0,FALSE,Buckaroo Fire,,2015-07-02T17:10:00Z
417,25.0,2015,TRUE,Mariposa,22,0.0,0.0,TRUE,Fox Fire,60.0,2015-06-07T12:06:00Z
418,25.0,2015,TRUE,Lake,17,0.0,0.0,FALSE,Oasis Fire,,2015-06-05T19:57:00Z
419,25.0,2015,TRUE,Riverside,33,0.0,0.0,FALSE,Snow Fire,,2015-06-05T13:32:00Z
420,24.0,2015,TRUE,Siskiyou,47,41.999341000000000,-121.891226,TRUE,Dorris Fire,49.0,2015-07-21T17:00:00Z
421,23.0,2015,TRUE,Mendocino,23,39.0263,-123.303,FALSE,Soda Fire,,2015-07-04T15:30:00Z
422,22.0,2015,TRUE,Lake,17,38.831478000000000,-122.53428000000000,FALSE,Grade Fire,,2015-08-24T12:12:00Z
423,21.0,2015,FALSE,Santa Barbara,42,34.4828,-119.63216000000000,FALSE,Gibraltar Fire,,2015-10-29T05:30:00Z
424,21.0,2015,TRUE,Riverside,33,33.986204,-117.43942,TRUE,Spider Fire,,2015-07-12T13:52:00Z
425,20.0,2015,TRUE,Humboldt,12,41.1513,-123.8292,TRUE,Bald Fire,195.0,2015-06-10T07:42:00Z
426,19.0,2015,TRUE,Napa,28,38.519132,-122.181878,FALSE,Pleasure Fire,,2015-06-27T12:51:00Z
427,18.0,2015,TRUE,Shasta,45,40.5953,-122.4397,TRUE,Keswick Fire,,2015-07-07T12:34:00Z
428,16.0,2015,TRUE,Humboldt,12,40.1093,-123.774,FALSE,Buck Fire,,2015-07-28T17:19:00Z
429,0.0,2015,FALSE,Trinity,53,0.0,0.0,FALSE,Mad River Complex,,2015-07-30T16:00:00Z
430,0.0,2015,FALSE,Alpine,2,38.598056,-119.751944,FALSE,Washington Fire,,2015-06-19T19:00:00Z
431,132127.0,2016,TRUE,Monterey,27,36.45994,-121.89938000000000,TRUE,Soberanes Fire,,2016-07-22T08:48:00Z
432,48019.0,2016,TRUE,Kern,15,35.6115,-118.45628,FALSE,Erskine Fire,,2016-06-23T15:51:00Z
433,46344.0,2016,TRUE,San Luis Obispo,40,35.70595,-120.98316000000000,TRUE,Chimney Fire,,2016-08-13T16:03:00Z
434,36274.0,2016,TRUE,San Bernardino,36,34.30372,-117.49342,TRUE,Blue Cut Fire,914.0,2016-08-16T10:44:00Z
435,33867.0,2016,FALSE,Siskiyou,47,41.851000000000000,-123.118,FALSE,Gap Fire,,2016-08-27T18:00:00Z
436,32606.0,2016,TRUE,Santa Barbara,42,0.0,0.0,FALSE,Rey Fire ,,2016-08-18T17:57:00Z
437,29322.0,2016,FALSE,Kern,15,35.7506,-118.5678,FALSE,Cedar Fire,,2016-08-16T16:35:00Z
438,12518.0,2016,FALSE,Santa Barbara,42,34.63445,-120.54421,FALSE,Canyon Fire,,2016-09-17T17:20:00Z
439,8110.0,2016,TRUE,San Bernardino,36,34.28771,-117.27338,TRUE,Pilot Fire,960.0,2016-08-07T12:18:00Z
440,7609.0,2016,TRUE,San Diego,37,32.60729,-116.63028,TRUE,Border Fire,78.0,2016-06-19T11:03:00Z
441,7474.0,2016,TRUE,Santa Barbara,42,34.776000000000000,-119.64300000000000,TRUE,Sherpa Fire,,2016-06-15T15:21:00Z
442,7050.0,2016,TRUE,Fresno,10,36.099740000000000,-120.51057,TRUE,Mineral Fire,20.0,2016-08-09T13:08:00Z
